Player,Team,Year,Years,,Value,APY,Guaranteed,,APY as % Of,,Inflated,Inflated,Inflated
,,Signed,,,,,,,Cap At Signing,,Value,APY,Guaranteed
Dresser Winn,Rams,2023,1,,"$216,000 ","$216,000 ",$0 ,,0.10%,,"$268,270 ","$268,270 ",$0 
Jacob Eason,Giants,2023,1,,"$216,000 ","$216,000 ",$0 ,,0.10%,,"$268,270 ","$268,270 ",$0 
Drew Plitt,Bengals,2023,1,,"$216,000 ","$216,000 ",$0 ,,0.10%,,"$268,270 ","$268,270 ",$0 
Malik Cunningham,Patriots,2023,1,,"$216,000 ","$216,000 ",$0 ,,0.10%,,"$268,270 ","$268,270 ",$0 
Dresser Winn,Rams,2023,1,,"$216,000 ","$216,000 ",$0 ,,0.10%,,"$268,270 ","$268,270 ",$0 
Jake Luton,Panthers,2023,1,,"$216,000 ","$216,000 ",$0 ,,0.10%,,"$268,270 ","$268,270 ",$0 
Dresser Winn,Rams,2023,1,,"$216,000 ","$216,000 ",$0 ,,0.10%,,"$268,270 ","$268,270 ",$0 
Anthony Brown,Ravens,2023,1,,"$216,000 ","$216,000 ",$0 ,,0.10%,,"$268,270 ","$268,270 ",$0 
Tommy DeVito,Giants,2023,1,,"$216,000 ","$216,000 ",$0 ,,0.10%,,"$268,270 ","$268,270 ",$0 
Holton Ahlers,Seahawks,2023,1,,"$216,000 ","$216,000 ",$0 ,,0.10%,,"$268,270 ","$268,270 ",$0 
Jake Luton,Panthers,2023,1,,"$216,000 ","$216,000 ",$0 ,,0.10%,,"$268,270 ","$268,270 ",$0 
Max Duggan,Chargers,2023,1,,"$216,000 ","$216,000 ",$0 ,,0.10%,,"$268,270 ","$268,270 ",$0 
Reid Sinnett,Bengals,2023,1,,"$216,000 ","$216,000 ",$0 ,,0.10%,,"$268,270 ","$268,270 ",$0 
Jacob Eason,Giants,2023,1,,"$216,000 ","$216,000 ",$0 ,,0.10%,,"$268,270 ","$268,270 ",$0 
Tanner Morgan,Vikings,2023,1,,"$216,000 ","$216,000 ",$0 ,,0.10%,,"$268,270 ","$268,270 ",$0 
Holton Ahlers,Seahawks,2023,1,,"$216,000 ","$216,000 ",$0 ,,0.10%,,"$268,270 ","$268,270 ",$0 
Nathan Rourke,Jaguars,2023,1,,"$216,000 ","$216,000 ",$0 ,,0.10%,,"$268,270 ","$268,270 ",$0 
Jake Luton,Panthers,2023,1,,"$216,000 ","$216,000 ",$0 ,,0.10%,,"$268,270 ","$268,270 ",$0 
Tanner Morgan,Vikings,2023,1,,"$216,000 ","$216,000 ",$0 ,,0.10%,,"$268,270 ","$268,270 ",$0 
Malik Cunningham,Patriots,2023,1,,"$216,000 ","$216,000 ",$0 ,,0.10%,,"$268,270 ","$268,270 ",$0 
Max Duggan,Chargers,2023,1,,"$216,000 ","$216,000 ",$0 ,,0.10%,,"$268,270 ","$268,270 ",$0 
Nick Mullens,49ers,2018,1,,"$170,000 ","$170,000 ",$0 ,,0.10%,,"$267,856 ","$267,856 ",$0 
Reid Sinnett,Dolphins,2020,1,,"$189,364 ","$189,364 ",$0 ,,0.10%,,"$266,753 ","$266,753 ",$0 
Jake Luton,Seahawks,2021,1,,"$172,133 ","$172,133 ",$0 ,,0.10%,,"$263,340 ","$263,340 ",$0 
Clayton Thorson,Giants,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Danny Etling,Jaguars,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Kyle Shurmur,Commanders,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Ryan Willis,Bears,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Danny Etling,Broncos,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Jordan Ta'amu,Commanders,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Shane Buechele,Chiefs,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Kurt Benkert,Packers,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
James Morgan,Jets,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Chris Streveler,Ravens,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Brett Rypien,Broncos,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Jordan Ta'amu,Panthers,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Tyler Bray,49ers,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Kenji Bahar,Ravens,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Ben DiNucci,Cowboys,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Jake Browning,Bengals,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Nate Sudfeld,49ers,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
James Morgan,Panthers,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Steven Montez,Lions,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Davis Webb,Bills,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Clayton Thorson,Giants,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Danny Etling,Packers,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Jake Fromm,Bills,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Kenji Bahar,Ravens,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Brian Lewerke,Giants,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Trace McSorley,Ravens,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Josh Love,Panthers,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Danny Etling,Seahawks,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Jake Luton,Dolphins,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
James Morgan,Colts,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Kyle Sloter,Raiders,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Jake Luton,Seahawks,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Reid Sinnett,Dolphins,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
James Morgan,Steelers,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Jacob Dolegala,Dolphins,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Anthony Gordon,Broncos,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Kyle Lauletta,Jaguars,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$253,345 ","$253,345 ",$0 
Davis Webb,Bills,2019,1,,"$170,000 ","$170,000 ",$0 ,,0.10%,,"$252,200 ","$252,200 ",$0 
Jake Browning,Vikings,2019,1,,"$170,000 ","$170,000 ",$0 ,,0.10%,,"$252,200 ","$252,200 ",$0 
Davis Webb,Bills,2020,1,,"$178,518 ","$178,518 ",$0 ,,0.10%,,"$251,474 ","$251,474 ",$0 
Bailey Zappe,Chiefs,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$245,967 ","$245,967 ",$0 
Emory Jones,Falcons,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$245,967 ","$245,967 ",$0 
Austin Reed,Bears,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$245,967 ","$245,967 ",$0 
Jaren Hall,Seahawks,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$245,967 ","$245,967 ",$0 
Adrian Martinez,Jets,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$245,967 ","$245,967 ",$0 
Tanner Mordecai,49ers,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$245,967 ","$245,967 ",$0 
Jake Fromm,Lions,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$245,967 ","$245,967 ",$0 
Sam Hartman,Commanders,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$245,967 ","$245,967 ",$0 
Sean Clifford,Packers,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$245,967 ","$245,967 ",$0 
Anthony Brown,Bills,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$245,967 ","$245,967 ",$0 
Kedon Slovis,Texans,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$245,967 ","$245,967 ",$0 
Jason Bean,Colts,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$245,967 ","$245,967 ",$0 
Chris Oladokun,Chiefs,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$245,967 ","$245,967 ",$0 
John Rhys Plumlee,JAX/SEA,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$245,967 ","$245,967 ",$0 
Desmond Ridder,Cardinals,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$245,967 ","$245,967 ",$0 
Jack Plummer,Panthers,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$245,967 ","$245,967 ",$0 
EJ Perry,Jaguars,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$245,967 ","$245,967 ",$0 
Ian Book,Eagles,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$245,967 ","$245,967 ",$0 
Malik Cunningham,Ravens,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$245,967 ","$245,967 ",$0 
Michael Pratt,Buccaneers,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$245,967 ","$245,967 ",$0 
Skylar Thompson,Dolphins,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$245,967 ","$245,967 ",$0 
Devin Leary,Ravens,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$245,967 ","$245,967 ",$0 
Ben DiNucci,Saints,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$245,967 ","$245,967 ",$0 
Jake Luton,Raiders,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$245,967 ","$245,967 ",$0 
Carter Bradley,Raiders,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$245,967 ","$245,967 ",$0 
Sam Hartman,Commanders,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$245,967 ","$245,967 ",$0 
Ian Book,Eagles,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$245,967 ","$245,967 ",$0 
Skylar Thompson,Dolphins,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$245,967 ","$245,967 ",$0 
Clayton Thorson,Giants,2020,1,,"$172,564 ","$172,564 ",$0 ,,0.10%,,"$243,087 ","$243,087 ",$0 
Bryce Perkins,Rams,2020,1,,"$170,282 ","$170,282 ",$0 ,,0.10%,,"$239,873 ","$239,873 ",$0 
Steven Montez,Commanders,2020,1,,"$170,282 ","$170,282 ",$0 ,,0.10%,,"$239,873 ","$239,873 ",$0 
Kurt Benkert,Falcons,2020,1,,"$170,282 ","$170,282 ",$0 ,,0.10%,,"$239,873 ","$239,873 ",$0 
Mike White,Jets,2020,1,,"$167,988 ","$167,988 ",$0 ,,0.10%,,"$236,641 ","$236,641 ",$0 
Hunter Dekkers,Saints,2025,1,,"$234,000 ","$234,000 ",$0 ,,0.10%,,"$234,000 ","$234,000 ",$0 
Clayton Tune,Packers,2025,1,,"$234,000 ","$234,000 ",$0 ,,0.10%,,"$234,000 ","$234,000 ",$0 
Hendon Hooker,Panthers,2025,1,,"$234,000 ","$234,000 ",$0 ,,0.10%,,"$234,000 ","$234,000 ",$0 
Kedon Slovis,Cardinals,2025,1,,"$234,000 ","$234,000 ",$0 ,,0.10%,,"$234,000 ","$234,000 ",$0 
Jake Haener,Saints,2025,1,,"$234,000 ","$234,000 ",$0 ,,0.10%,,"$234,000 ","$234,000 ",$0 
Adrian Martinez,49ers,2025,1,,"$234,000 ","$234,000 ",$0 ,,0.10%,,"$234,000 ","$234,000 ",$0 
Shane Buechele,Bills,2025,1,,"$234,000 ","$234,000 ",$0 ,,0.10%,,"$234,000 ","$234,000 ",$0 
Chris Oladokun,Chiefs,2025,1,,"$234,000 ","$234,000 ",$0 ,,0.10%,,"$234,000 ","$234,000 ",$0 
Brady Cook,Jets,2025,1,,"$234,000 ","$234,000 ",$0 ,,0.10%,,"$234,000 ","$234,000 ",$0 
Seth Henigan,Jaguars,2025,1,,"$234,000 ","$234,000 ",$0 ,,0.10%,,"$234,000 ","$234,000 ",$0 
DJ Uiagalelei,Chargers,2025,1,,"$234,000 ","$234,000 ",$0 ,,0.10%,,"$234,000 ","$234,000 ",$0 
Cam Miller,Raiders,2025,1,,"$234,000 ","$234,000 ",$0 ,,0.10%,,"$234,000 ","$234,000 ",$0 
Sam Hartman,Commanders,2025,1,,"$234,000 ","$234,000 ",$0 ,,0.10%,,"$234,000 ","$234,000 ",$0 
Garrett Greene,Buccaneers,2025,1,,"$234,000 ","$234,000 ",$0 ,,0.10%,,"$234,000 ","$234,000 ",$0 
Connor Bazelak,Buccaneers,2025,1,,"$234,000 ","$234,000 ",$0 ,,0.10%,,"$234,000 ","$234,000 ",$0 
Tommy Mellott,Saints,2025,1,,"$234,000 ","$234,000 ",$0 ,,0.10%,,"$234,000 ","$234,000 ",$0 
Kyle McCord,Eagles,2025,1,,"$234,000 ","$234,000 ",$0 ,,0.10%,,"$234,000 ","$234,000 ",$0 
Tyler Wilson,Raiders,2013,1,,"$102,000 ","$102,000 ",$0 ,,0.10%,,"$231,532 ","$231,532 ",$0 
Greg McElroy,Bengals,2013,1,,"$102,000 ","$102,000 ",$0 ,,0.10%,,"$231,532 ","$231,532 ",$0 
Chandler Harnish,Colts,2013,1,,"$102,000 ","$102,000 ",$0 ,,0.10%,,"$231,532 ","$231,532 ",$0 
B.J. Daniels,Seahawks,2013,1,,"$102,000 ","$102,000 ",$0 ,,0.10%,,"$231,532 ","$231,532 ",$0 
Austin Davis,Dolphins,2013,1,,"$102,000 ","$102,000 ",$0 ,,0.10%,,"$231,532 ","$231,532 ",$0 
Jordan Rodgers,Buccaneers,2013,1,,"$102,000 ","$102,000 ",$0 ,,0.10%,,"$231,532 ","$231,532 ",$0 
Tyler Wilson,Raiders,2013,1,,"$102,000 ","$102,000 ",$0 ,,0.10%,,"$231,532 ","$231,532 ",$0 
Reid Sinnett,Dolphins,2020,1,,"$161,882 ","$161,882 ",$0 ,,0.10%,,"$228,040 ","$228,040 ",$0 
Case Keenum,Rams,2014,1,,"$107,100 ","$107,100 ",$0 ,,0.10%,,"$224,829 ","$224,829 ",$0 
Brad Sorensen,Titans,2014,1,,"$107,100 ","$107,100 ",$0 ,,0.10%,,"$224,829 ","$224,829 ",$0 
Garrett Gilbert,Patriots,2014,1,,"$107,100 ","$107,100 ",$0 ,,0.10%,,"$224,829 ","$224,829 ",$0 
Keith Wenning,Ravens,2014,1,,"$107,100 ","$107,100 ",$0 ,,0.10%,,"$224,829 ","$224,829 ",$0 
Garrett Gilbert,Rams,2014,1,,"$107,100 ","$107,100 ",$0 ,,0.10%,,"$224,829 ","$224,829 ",$0 
Ryan Lindley,Chargers,2014,1,,"$107,100 ","$107,100 ",$0 ,,0.10%,,"$224,829 ","$224,829 ",$0 
Ricky Stanzi,Texans,2014,1,,"$107,100 ","$107,100 ",$0 ,,0.10%,,"$224,829 ","$224,829 ",$0 
Brad Sorensen,Chargers,2014,1,,"$107,100 ","$107,100 ",$0 ,,0.10%,,"$224,829 ","$224,829 ",$0 
David Fales,Bears,2014,1,,"$107,100 ","$107,100 ",$0 ,,0.10%,,"$224,829 ","$224,829 ",$0 
Chandler Harnish,Vikings,2014,1,,"$107,100 ","$107,100 ",$0 ,,0.10%,,"$224,829 ","$224,829 ",$0 
Adam Weber,Broncos,2011,1,,"$96,900 ","$96,900 ",$0 ,,0.10%,,"$224,752 ","$224,752 ",$0 
B.J. Coleman,Packers,2012,1,,"$96,900 ","$96,900 ",$0 ,,0.10%,,"$224,332 ","$224,332 ",$0 
Case Keenum,Texans,2012,1,,"$96,900 ","$96,900 ",$0 ,,0.10%,,"$224,332 ","$224,332 ",$0 
Chandler Harnish,Colts,2012,1,,"$96,900 ","$96,900 ",$0 ,,0.10%,,"$224,332 ","$224,332 ",$0 
Adam Weber,Buccaneers,2012,1,,"$96,900 ","$96,900 ",$0 ,,0.10%,,"$224,332 ","$224,332 ",$0 
Keith Wenning,Bengals,2015,1,,"$112,200 ","$112,200 ",$0 ,,0.10%,,"$218,637 ","$218,637 ",$0 
David Fales,Bears,2015,1,,"$112,200 ","$112,200 ",$0 ,,0.10%,,"$218,637 ","$218,637 ",$0 
Ricky Stanzi,Lions,2015,1,,"$112,200 ","$112,200 ",$0 ,,0.10%,,"$218,637 ","$218,637 ",$0 
Zac Dysert,BUF/HOU,2015,1,,"$112,200 ","$112,200 ",$0 ,,0.10%,,"$218,637 ","$218,637 ",$0 
Brad Sorensen,Chargers,2015,1,,"$112,200 ","$112,200 ",$0 ,,0.10%,,"$218,637 ","$218,637 ",$0 
Garrett Gilbert,Raiders,2015,1,,"$112,200 ","$112,200 ",$0 ,,0.10%,,"$218,637 ","$218,637 ",$0 
B.J. Daniels,Seahawks,2015,1,,"$112,200 ","$112,200 ",$0 ,,0.10%,,"$218,637 ","$218,637 ",$0 
Zac Dysert,Texans,2015,1,,"$112,200 ","$112,200 ",$0 ,,0.10%,,"$218,637 ","$218,637 ",$0 
Lance Ball,Colts,2008,1,,"$88,400 ","$88,400 ",$0 ,,0.10%,,"$212,770 ","$212,770 ",$0 
Zac Dysert,Cardinals,2016,1,,"$117,300 ","$117,300 ",$0 ,,0.10%,,"$210,924 ","$210,924 ",$0 
Logan Thomas,Giants,2016,1,,"$117,300 ","$117,300 ",$0 ,,0.10%,,"$210,924 ","$210,924 ",$0 
Aaron Murray,Cardinals,2016,1,,"$117,300 ","$117,300 ",$0 ,,0.10%,,"$210,924 ","$210,924 ",$0 
Zac Dysert,Cardinals,2016,1,,"$117,300 ","$117,300 ",$0 ,,0.10%,,"$210,924 ","$210,924 ",$0 
Aaron Murray,Eagles,2016,1,,"$117,300 ","$117,300 ",$0 ,,0.10%,,"$210,924 ","$210,924 ",$0 
B.J. Daniels,Falcons,2016,1,,"$117,300 ","$117,300 ",$0 ,,0.10%,,"$210,924 ","$210,924 ",$0 
Garrett Grayson,Saints,2016,1,,"$117,300 ","$117,300 ",$0 ,,0.10%,,"$210,924 ","$210,924 ",$0 
Keith Wenning,Giants,2016,1,,"$117,300 ","$117,300 ",$0 ,,0.10%,,"$210,924 ","$210,924 ",$0 
Mike Bercovici,Cardinals,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$204,635 ","$204,635 ",$0 
Alek Torgersen,Lions,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$204,635 ","$204,635 ",$0 
Max McCaffrey,Packers,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$204,635 ","$204,635 ",$0 
Phillip Walker,Colts,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$204,635 ","$204,635 ",$0 
Trevor Knight,Falcons,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$204,635 ","$204,635 ",$0 
Joel Stave,Jets,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$204,635 ","$204,635 ",$0 
Kellen Moore,Cowboys,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$204,635 ","$204,635 ",$0 
Joel Stave,Commanders,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$204,635 ","$204,635 ",$0 
Taylor Heinicke,Texans,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$204,635 ","$204,635 ",$0 
Nick Mullens,49ers,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$204,635 ","$204,635 ",$0 
Garrett Gilbert,Panthers,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$204,635 ","$204,635 ",$0 
Trevone Boykin,Seahawks,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$204,635 ","$204,635 ",$0 
Jerod Evans,Packers,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$204,635 ","$204,635 ",$0 
Tyler Ferguson,Titans,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$204,635 ","$204,635 ",$0 
Garrett Grayson,Falcons,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$204,635 ","$204,635 ",$0 
Alek Torgersen,Commanders,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$204,635 ","$204,635 ",$0 
Jameill Showers,Cowboys,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$204,635 ","$204,635 ",$0 
Joe Callahan,Packers,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$204,635 ","$204,635 ",$0 
Garrett Grayson,Falcons,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$204,635 ","$204,635 ",$0 
J.T. Barrett,Saints,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
Alex McGough,Seahawks,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
John Wolford,Jets,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
J.T. Barrett,Saints,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
Phillip Walker,Colts,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
Connor Cook,Bengals,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
J.T. Barrett,Saints,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
Brandon Allen,Rams,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
Christian Hackenberg,Bengals,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
Phillip Walker,Colts,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
Austin Davis,Packers,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
Nic Shimonek,Commanders,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
Tanner Lee,Jaguars,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
Cardale Jones,Chargers,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
J.T. Barrett,Saints,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
Phillip Walker,Colts,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
Logan Woodside,Titans,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
J.T. Barrett,Saints,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
Phillip Walker,Colts,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
Chase Litton,Chiefs,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
Phillip Walker,Colts,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
Connor Cook,Panthers,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
J.T. Barrett,Saints,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
Luis Perez,Rams,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
J.T. Barrett,Saints,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
Danny Etling,Patriots,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
Kyle Allen,Panthers,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
J.T. Barrett,Saints,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
Garrett Grayson,Broncos,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
Kurt Benkert,Falcons,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
Chad Kanoff,Cardinals,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
J.T. Barrett,Saints,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
Kyle Allen,Panthers,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
Chad Kanoff,Cardinals,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
Nathan Peterman,Raiders,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
Phillip Walker,Colts,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
J.T. Barrett,Saints,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$203,570 ","$203,570 ",$0 
Cardale Jones,Seahawks,2019,1,,"$136,000 ","$136,000 ",$0 ,,0.10%,,"$201,760 ","$201,760 ",$0 
Eric Dungey,Browns,2019,1,,"$136,000 ","$136,000 ",$0 ,,0.10%,,"$201,760 ","$201,760 ",$0 
Nick Fitzgerald,Buccaneers,2019,1,,"$136,000 ","$136,000 ",$0 ,,0.10%,,"$201,760 ","$201,760 ",$0 
